id_item;pontuacao;identificador;texto;id_questao
2091;4;C;O Real Forte do Príncipe da Beira é a maior edificação militar fora da Europa até então.;574
2092;1;D;As fotografias indicam que as muralhas continuavam conservadas apesar da vegetação.;574
2093;0;A;Agências estatais de censura são elementos exclusivos à Ditadura Militar no Brasil.;575
2094;1;B;A partir de 1970, a polícia federal poderia vetar obras literárias antes de virem a público.;575
2095;5;C;“Moral e bons costumes” são conceitos subjetivos que variam segundo a época.;575
2096;4;D;Restringir direitos com exceções vagas permitia aos agentes agir sob pretexto da lei.;575
2097;4;A;Aponta a presença maciça de classes menos favorecidas na festa maranhense.;576
2098;0;B;O periodista descreve a festa em detalhes sem emitir opiniões pessoais.;576
2099;5;C;Refere-se a uma festa que mescla catolicismo europeu com práticas afro-brasileiras.;576
2100;1;D;Descreve a festa do Divino Espírito Santo em Alcântara (1874) conduzida por caixeiras.;576
2101;1;A;O quadro é uma releitura da obra “O beijo” de Gustav Klimt.;577
2102;4;B;O cenário com mandacarus, lagartos e crânio de boi remete ao sertão nordestino.;577
2103;0;C;O título da obra é uma homenagem à música “Menestrel do sol” de Luiz Gonzaga.;577
2104;5;D;Objetos de couro e o mosaico de imagens podem ser associados ao cotidiano do cangaço.;577
2105;5;A;Estudos sobre a Guerrilha do Araguaia ainda enfrentam tentativas de apagamento.;578
2106;1;B;A pesquisa no Bico do Papagaio demonstra estratégias de violência estatal na ditadura.;578
2107;4;C;A ação militar em Xambioá levou ao desmatamento e à política de medo.;578
2108;0;D;Negociações entre militares e indígenas criaram redes de parceria contra guerrilheiros.;578
2109;4;A;A linguagem da mensagem era natural entre colegas de igual escolaridade na época.;579
2110;1;B;Com expressões de carinho, a estudante expressa incerteza e apego à vida escolar.;579
2111;5;C;Para muitas mulheres, o ensino médio era a última fase antes das obrigações domésticas.;579
2112;0;D;A autora confiava que seu texto seria lido como documento histórico sobre jovens.;579
2113;4;A;A estátua anterior era obra do escultor Etewaldo Santiago e tinha quase 20 anos.;581
2114;5;B;A nova estátua simboliza a resistência das religiões de matriz africana em Natal.;581
2115;0;C;A presença de diferentes grupos religiosos indica a democracia racial no Brasil.;581
2116;1;D;A maior imagem de Iemanjá do RN foi inaugurada na Praia do Meio.;581
2117;5;A;Ilustram práticas populares que interpretam culturas indígenas e africanas.;582
2118;0;B;Enquadram os dois grupos para tornar evidente a violência que praticavam.;582
2119;1;C;Registram grupos carnavalescos performáticos que encenavam nas ruas.;582
2120;4;D;Aproximam-se temporalmente da Missão de Pesquisas Folclóricas de 1938.;582
2121;4;A;Posse de terra e pureza de sangue eram itens para ser “homem bom”.;583
2122;1;B;O conceito de cidadania na idade moderna difere do utilizado hoje.;583
2123;5;C;O reconhecimento como cidadão passava por uma rede de privilégios.;583
2124;0;D;O elevado número de cidadãos garantia autonomia política em relação à metrópole.;583
2125;0;A;A cerimônia expressa o receio do presidente com o comunismo no Brasil.;584
2126;4;B;Em sua fala, o condecorado desloca a honraria do individual para o coletivo.;584
2127;1;C;Observa-se a pose adequada e o clima amistoso entre Jânio e Che.;584
2128;5;D;A entrega da comenda expressava a Política Externa Independente (PEI).;584
2129;1;A;É definido por um grande volume de concreto branco com poucas aberturas.;585
2130;5;B;Seu aspecto escultórico o aproxima de tendências do modernismo arquitetônico.;585
2131;0;C;O arquiteto reproduziu aspectos do Guggenheim de Nova Iorque.;585
2132;4;D;Abriga parte da obra de Iberê Camargo.;585
2133;0;A;A polêmica foi intensificada por HQs em uma Bienal do Livro.;586
2134;4;B;A organização da Bienal associou diversidade à democracia.;586
2135;5;C;A acusação de “conteúdo impróprio” vai contra a decisão do STF.;586
2136;1;D;Houve mobilização contra a tentativa de impedir a circulação da revista.;586
2137;1;A;As regiões com mais terras demarcadas são o norte e o centro-oeste.;587
2138;5;B;Indígenas têm a posse permanente, mas não a propriedade (bens da União).;587
2139;0;C;A evangelização de populações indígenas está de acordo com o art. 231.;587
2140;4;D;Mesmo demarcadas, as terras continuam sob ameaça (casos Waiãpi e Guajajara).;587
2141;1;A;O reconhecimento de privilégios por brancos é parte da luta contra o racismo.;588
2142;5;B;O combate ao racismo passa pela percepção das violências históricas.;588
2143;0;C;A ausência de negros nos mesmos espaços impede que brancos combatam o racismo.;588
2144;4;D;A escravização invisibilizou as especificidades étnicas negras.;588
2145;5;A;Remete a um cotidiano feminino de anonimato e invisibilidade.;589
2146;4;B;Apresenta os possíveis papéis desempenhados pelas mulheres na família.;589
2147;0;C;O cotidiano narrado é simples pois reflete a pouca escolaridade da autora.;589
2148;1;D;Sua autora publicou seu primeiro livro aos 75 anos de idade.;589
2149;4;A;um médico e uma médica...;593
2150;5;B;ciência e defesa da vida lutam contra a propagação da doença e o desejo de morte.;593
2151;0;C;o personagem com a pele verde auxilia os esforços científicos do governo federal.;593
2152;1;D;a faixa presidencial de um personagem contrapõem-se à capa de super-herói...;593
2153;5;A;Tornar os festejos do Matuto em patrimônio...;594
2154;4;B;O termo matuto designa aquele que mora no campo. Pode ser usado com tom pejorativo...;594
2155;1;C;O casamento do Matuto é uma encenação popular presente nos festejos juninos...;594
2156;0;D;Os elementos físicos do casamento... foram registrados no livro de registro...;594
2157;1;A;Os vídeos institucionais conjugam música, imagens do edifício-monumento...;595
2158;0;B;O Museu do Ipiranga passa por uma obra de restauro...;595
2159;4;C;O Museu Paulista tornou-se um espaço de valorização da memória bandeirante...;595
2160;5;D;O Museu do Ipiranga configura-se como um lugar de construção de memórias históricas.;595
2161;0;A;Mário de Andrade e Câmara Cascudo mantiveram correspondência por anos...;596
2162;4;B;O modernismo brasileiro não se limitou ao Sudeste...;596
2163;5;C;Mário de Andrade se alinha às concepções dos manifestos Pau-brasil e Antropofágico.;596
2164;1;D;As cartas mostram a relação de amizade construída entre Câmara Cascudo...;596
2165;1;A;Cenário-personagem do documentário AmarElo...;597
2166;5;B;Emicida contribui no processo de construção de uma nova narrativa da história do Brasil.;597
2167;4;C;Das escadarias, em 1978...;597
2168;0;D;Ainda que Emicida não tenha sido a primeira pessoa negra...;597
2169;5;A;chama a atenção para a corrupção identificada como “jeitinho brasileiro”.;598
2170;0;B;demonstra o apoio ao governo de José Sarney...;598
2171;1;C;apresenta uma imagem de um país em que as desigualdades...;598
2172;4;D;faz uma crítica ao Brasil dos primeiros anos da redemocratização...;598
2173;4;A;O Massacre de Ipatinga... ocorreu em 7 de outubro de 1963...;599
2174;1;B;O documento é um folheto que convida a população a um ato em 1984.;599
2175;5;C;As péssimas condições de segurança expressam um projeto de modernidade...;599
2176;0;D;A ilustração presente no documento faz alusão ao Massacre de Ipatinga...;599
2177;4;A;Os mapas indicam a opção pelo desenvolvimento atrelado às indústrias e fronteiras agrícolas.;600
2178;5;B;Os mapas demonstram que a construção de rodovias...;600
2179;1;C;Ao compor uma série histórica...;600
2180;0;D;A série histórica dos mapas indica a vitória das rodovias...;600
2181;0;A;Dos conflitos entre a oligarquia açucareira e a elite mercantil...;601
2182;4;B;A identidade associada ao local de nascimento...;601
2183;1;C;O termo “mascate” utilizado pela aristocracia de Olinda...;601
2184;5;D;Grupo de Olinda (posse de terras) vs Grupo de Recife (comércio e crédito).;601
2185;1;A;As aposentadorias compulsórias causaram prejuízo ao campo científico nacional...;602
2186;0;B;Os cientistas do Instituto Oswaldo Cruz eram isentos de posicionamentos políticos...;602
2187;5;C;Governos ditatoriais perseguem cientistas e desarticulam pesquisas...;602
2188;4;D;O Massacre de Manguinhos (1970) relaciona-se ao contexto de repressão política.;602
2189;4;A;Publicações como “Criança Amarela” discutem identidade e xenofobia.;604
2190;1;B;Discute a representatividade de jovens descendentes de asiáticos (“japas”).;604
2191;0;C;O autor deixa claro que não há distinção entre tratamento a europeus e asiáticos.;604
2192;5;D;Frases ditas ao garoto indicam estigmas contra descendentes de Coreia, China e Japão.;604
2193;5;A;Azevedo Sodré viu a política sanitarista como limitada e criticou a falta de planejamento.;605
2194;0;B;Não foi possível conter a gripe espanhola devido ao desconhecimento sobre a transmissão.;605
2195;1;C;Discurso de um médico alertando sobre o risco de epidemias após a 1ª Guerra.;605
2196;4;D;O governo deveria estar atento às doenças que se espalhavam pelo mundo.;605
2197;0;A;A imagem de Belmonte foi usada como cartaz de abertura da Semana de 22.;606
2198;5;B;Artistas são representados com ironia tocando instrumentos em esforço barulhento.;606
2199;4;C;Personalidades representadas criaram um movimento com mecenato da elite paulista.;606
2200;1;D;A charge traz artistas do movimento e quadros que referenciam o modernismo.;606
2201;1;A;A educação feminina era desejável apenas nos níveis elementares.;607
2202;5;B;Debates indicam concepções da época sobre desigualdades “naturais” entre sexos.;607
2203;0;C;Dificuldade feminina para exatas e propensão aos cuidados era fato científico da época.;607
2204;4;D;Mulheres influentes na história são usadas como fato de exceção em argumentos moralistas.;607
2205;5;A;A música rejeita representações estáticas do indígena consolidadas em livros didáticos.;608
2206;0;B;A adoção de tecnologias contemporâneas altera as identidades originais.;608
2207;4;C;Conexão entre passado e presente indígena ressaltando violências e resistências.;608
2208;1;D;Composição como exercício de celebração das tradições indígenas brasileiras.;608
2209;0;A;Cédulas carimbadas perdem valor financeiro e são recolhidas pelo Banco Central.;609
2210;4;B;A proposta artística se constrói enquanto circula entre a população.;609
2211;1;C;Cildo Meireles usa o projeto Inserções em circuitos ideológicos para gerar reflexões.;609
2212;5;D;As provocações tratam da permanência da violência estatal na redemocratização.;609
2213;1;A;O anúncio e a notícia referem-se à Katharine Dunham em São Paulo em 1950.;610
2214;0;B;Katharine Dunham foi quem promoveu a fundação do Teatro Experimental do Negro (TEN).;610
2215;5;C;O ocorrido permite questionar a existência de uma democracia racial no Brasil.;610
2216;4;D;Dunham denunciou o hotel e as repercussões fomentaram a lei antirracista de 1951.;610
2217;1;A;Manchete testemunha o ápice da hiperinflação na década de 1980.;611
2218;4;B;Classe trabalhadora foi afetada pelo aumento constante de preços dos alimentos.;611
2219;0;C;A quebra da bolsa de NY em 1984 foi o detonador da crise no Brasil.;611
2220;5;D;Gastos do regime militar e crise do petróleo são fatores que explicam a inflação.;611
2221;4;A;Independência envolveu grupos civis/militares e articulação com o governo no Rio.;612
2222;1;B;Autos de Benevente descrevem a independência como reação às Cortes de Lisboa.;612
2223;5;C;Processos históricos consolidam-se após as datas escolhidas como marco.;612
2224;0;D;Representantes elegeram D. Pedro por voto provincial como primeiro imperador.;612
2225;0;A;O tráfico Rio-Angola era mais lucrativo pela viagem curta e melhor alimentação.;613
2226;5;B;Tráfico envolvia rede complexa entre Portugal, África e Brasil.;613
2227;1;C;Era prática empresarial de altos riscos (pirataria, enfermidades, intempéries).;613
2228;4;D;Sucesso ligado ao tempo entre o apresamento e a chegada ao Rio de Janeiro.;613
2229;0;A;voltou clandestinamente ao país...;615
2230;1;B;retornou do exílio ainda na Ditadura...;615
2231;5;C;enfrentou a oposição de governos...;615
2232;4;D;foi exilado durante a Ditadura Civil-militar...;615
2233;1;A;A tela representa o processo de aprendizagem...;616
2234;5;B;Retratar os alunos como pequenos...;616
2235;4;C;A vista da janela cria na cena uma dicotomia...;616
2236;0;D;O quadro refere-se ao Movimento Brasileiro de Alfabetização (MOBRAL)...;616
2237;5;A;O nacionalismo presente no livro foi característico...;617
2238;0;B;Ao exaltar a figura do imperador...;617
2239;4;C;Seguindo um costume também presente em outros países...;617
2240;1;D;A leitura da dedicatória à obra indica...;617
2241;4;A;A denúncia realizada por Anna [Dal] Uchoa...;618
2242;1;B;Os documentos correspondem a diferentes partes do processo...;618
2243;0;C;Denúncias como a apresentada no processo...;618
2244;5;D;Acusações que envolviam delitos morais relacionados à sexualidade...;618
2245;5;A;O cerne do experimento está na tensão...;619
2246;1;B;Tinha como intuito estudar o comportamento diante da quebra de normas.;619
2247;0;C;O conflito entre artista e procissão ficou conhecido...;619
2248;4;D;Flávio de Carvalho, artista do modernismo brasileiro...;619
2249;1;A;A artista invoca a ideia de ancestralidade indígena...;620
2250;0;B;Os trabalhos da artista Gê Viana não são voltados para o circuito de arte...;620
2251;4;C;As obras são caracterizadas pelo uso de fotomontagens...;620
2252;5;D;O foco consiste nos corpos e identidades desvalorizados...;620
2253;4;A;Há uma tradição na imagem construída de Tiradentes...;621
2254;5;B;Papéis heróicos atribuídos a figuras masculinas como messias.;621
2255;0;C;O repente mostra como Jesus e Tiradentes são representados...;621
2256;1;D;O repente aproxima duas figuras masculinas...;621
2257;5;A;Ao comentar a origem dos modelos de vestuário...;622
2258;4;B;Ao explicar a origem, o jornal marca uma posição social...;622
2259;1;C;O artigo indica às suas leitoras de onde são retirados os modelos...;622
2260;0;D;O jornal chama a atenção para o aparecimento da indústria...;622
2261;0;A;O Pantanal não pôde ser classificado como Patrimônio Natural.;623
2262;4;B;A ocupação e atividade agropecuária consolidaram o Pantanal.;623
2263;5;C;Relação entre geografia, economia e o modo de vida pantaneiro.;623
2264;1;D;As águas de Janeiro fazem alusão ao alagamento...;623
2265;1;A;Relacionados aos imperialismos europeus...;624
2266;0;B;Ideais como o progresso tiveram pouca influência no Brasil...;624
2267;5;C;O progresso é compreendido como uma lei incontornável...;624
2268;4;D;O conceito de progresso no século XIX hierarquiza sociedades.;624
2269;4;A;As imagens da HQ apresentam a cosmogonia...;625
2270;5;B;Nas religiões de matriz africana cultuam-se forças da natureza...;625
2271;4;C;No último quadro da página temos representações...;625
2272;0;D;O culto a Iemanjá está ligado ao sincretismo...;625
2273;4;A;Era comum ouvir opiniões médicas sobre o tema.;627
2274;0;B;Atualmente o uso pelas Forças Armadas não é recomendado.;627
2275;1;C;Benefícios para a saúde são o maior argumento...;627
2276;5;D;Evidenciam o processo de industrialização...;627
2277;0;A;Atividade tipicamente feminina sem risco...;628
2278;4;B;Mulheres responsáveis por separar manualmente...;628
2279;1;C;Mulheres empunham picaretas...;628
2280;4;D;Medidas de incentivo promoveram concentração...;628
2281;1;A;Texto permite inferir condições difíceis...;629
2282;0;B;Exemplo de literatura menor...;629
2283;5;C;Expressão “nordestinado não” critica a naturalização da miséria.;629
2284;4;D;Patativa foi importante artista cearense...;629
2285;4;A;Primeira aparição da lenda do curupira...;630
2286;1;B;Descrevendo seres como o boitatá...;630
2287;5;C;Anchieta interpreta-os como demônios...;630
2288;0;D;Igpupiára ser metade mulher metade crocodilo...;630
2289;0;A;Apurações conduzidas e prisão de empreiteiros...;631
2290;5;B;Ênfase em obras monumentais criou proximidade com o povo.;631
2291;4;C;Inspiração para “O bêbado e a equilibrista”...;631
2292;1;D;Notícias afirmam a necessidade de apurar responsabilidades.;631
2293;5;A;Só foi possível ser tema por atos heroicos...;632
2294;4;B;Representações recorrentes os tratavam como anônimos.;632
2295;0;C;Recebeu do Imperador a alforria...;632
2296;1;D;Retrato em três quartos com peito à mostra...;632
2297;0;A;Recuperação e invenção de relíquias...;633
2298;4;B;Influência dos diretores sobre acervos...;633
2299;1;C;Criação de um museu que é marco comemorativo...;633
2300;5;D;Evocação de eventos passados para lugar de memória...;633
2301;5;A;Impactos no reconhecimento científico...;634
2302;1;B;Participação feminina não é coerente com a porcentagem populacional.;634
2303;4;C;Senso comum usa argumentos biológicos para afastar mulheres das exatas.;634
2304;0;D;Brinquedos não divididos são a solução única...;634
2305;1;A;Existência de programas exclusivos...;635
2306;0;B;Responsáveis por erradicar práticas racistas...;635
2307;5;C;Liderança negra de 4,7% é reflexo do racismo estrutural.;635
2308;4;D;Programas são exemplos de ações afirmativas...;635
2309;4;A;Eclodiu devido à Lei dos Prefeitos...;636
2310;4;B;Atingiu locais como Vargem Grande e Caxias...;636
2311;5;C;Ausência de estudos pela prevalência de líderes subalternos.;636
2312;0;D;Classes subalternas mantiveram fidelidade ao governo.;636
2313;5;A;Redes de solidariedade internacional contra a ditadura.;637
2314;0;B;Catolicismo da Teologia da Libertação presente na letra.;637
2315;4;C;Melodia mistura ritmos latinos e folk...;637
2316;1;D;Regravada nos anos 80 por Milton e Beth...;637
2317;5;A;É possível traçar um elo entre a sociedade patriarcal e a naturalização da violência.;641
2318;0;B;As Ordenações consideravam legítimo o assassinato da esposa adúltera pelo marido.;641
2319;1;C;No Brasil, homens e mulheres não eram iguais perante a lei nos textos apresentados.;641
2320;4;D;Nos Códigos de 1830 e 1890, o marido é adúltero se sustentar financeiramente a amante.;641
2321;4;A;A cabeça sugere a fusão de Mário de Andrade com Grande Otelo (Macunaíma de 1969).;642
2322;5;B;O artista indígena ”antropofagiza a Antropofagia” modernista e suas técnicas.;642
2323;0;C;O bilhete exalta as referências europeias e a relação harmoniosa com indígenas.;642
2324;1;D;Urucum, pimenta, milho e mandioca convidam a pensar na importância das referências indígenas.;642
2325;4;A;O fóssil de Ubirajara jubatus foi retirado ilegalmente do Brasil em 1995.;643
2326;1;B;O conjunto de imagens revela como a internet amplia discussões científicas.;643
2327;5;C;O argumento de que países em desenvolvimento não preservam bens é colonialista.;643
2328;0;D;Museus do norte global restituíram bens obtidos ilegalmente aos países de origem.;643
2329;0;A;responsabiliza a luta ancestral entre brancos e indígenas pela destruição das florestas.;644
2330;4;B;adota a linguagem musical do rap como forma contemporânea de protesto de indígenas.;644
2331;1;C;denuncia o processo de colonização no Brasil e associa a destruição da natureza a ele.;644
2332;5;D;desafia o senso comum de que os indígenas não possuem nem podem utilizar tecnologias.;644
2333;1;A;apresenta aspectos da cultura alimentar paraibana entre os séculos XVI e XX.;645
2334;0;B;refuta o argumento de que a fome na Paraíba explica-se pelos ciclos econômicos.;645
2335;5;C;propõe uma análise historiográfica baseada na longa duração e costumes locais.;645
2336;4;D;aponta para problemas associados à monocultura desde a administração holandesa.;645
2337;5;A;A defesa das amas de leite torna os corpos das mulheres um objeto de domínio masculino.;646
2338;1;B;Os manuais versam sobre o nascimento a partir de uma perspectiva obstétrica.;646
2339;4;C;Críticas às práticas populares transportam o parto para o campo da Medicina e Higiene.;646
2340;0;D;Manuais visavam extinguir procedimentos sem comprovação científica no Império.;646
2341;0;A;registra os países da América do Sul após as independências como repúblicas.;647
2342;5;B;possui observações subjetivas e discriminatórias como “grau de civilização”.;647
2343;1;C;apresenta dados populacionais, religião e forma de governo de diversos países.;647
2344;4;D;demonstra o aspecto político e moral de mapas baseados em noções cristãs.;647
2345;1;A;é composto por um prédio sinuoso, rampa curva vermelha e estátua de um homem.;648
2346;5;B;apropria-se da arquitetura moderna para incorporar evento anterior à fundação da cidade.;648
2347;4;C;está localizado próximo ao centro geodésico do país.;648
2348;0;D;celebra a memória de Luis Carlos Prestes Maia, militar e comunista brasileiro.;648
2349;0;A;A Sociedade Auxiliadora da Indústria Nacional era partidária do regime escravista.;649
2350;4;B;Atuou como órgão consultivo do governo imperial até 1860.;649
2351;5;C;Endossou a tese da “vocação agrícola” e defendeu modernização racional da agricultura.;649
2352;1;D;O documento é um discurso que retoma o contexto de surgimento da Sociedade.;649
2353;4;A;Dados oficiais apontam que o eleitorado feminino foi decisivo para a eleição em 2018.;650
2354;1;B;Reportagens registram declarações misóginas e violentas contra inimigos e família.;650
2355;0;C;O eleitorado feminino não estava ciente das declarações mencionadas em 2018.;650
2356;5;D;A tradição de violência permite que ofensas sejam vistas como piadas ou irreverências.;650
2357;1;A;A imagem mostra o curador Artur Zmijewski “pixado” por brasileiros em 2012.;652
2358;5;B;A pixação é uma intromissão gráfica com intuito de contestação do status quo.;652
2359;0;C;Diferentemente do pixo, o grafite tem maior interesse estético e origem distinta.;652
2360;4;D;A pixação é considerada vandalismo e crime ambiental no Brasil (Lei 9.605/98).;652
2361;5;A;Replica descrições coloniais que dividem o Brasil entre edenização e demonização.;653
2362;4;B;Traz referências gregas e cristãs e confere caráter heroico ao lidar com indígenas.;653
2363;1;C;Trata do jesuíta José de Anchieta e sua missão de catequizar no século XVI.;653
2364;0;D;Ressalta o papel do religioso nas entradas e bandeiras e descoberta de minas.;653
2365;4;A;Produzido a partir das memórias do missionário Daniel P. Kidder no Brasil.;654
2366;0;B;Demonstra interesse em fundar universidades em locais de ensino avançado no Brasil.;654
2367;5;C;Aponta para interesses de propagar o protestantismo e verificar exploração econômica.;654
2368;1;D;Descreve Sergipe como a menor província, bem organizada, mas com justiça morosa.;654
2369;5;A;permitem verificar avanços das discussões sobre gênero e igualdade.;655
2370;1;B;apresentam discursos sobre o futebol feminino que ora se aproximam, ora se opõem.;655
2371;4;C;Um texto utiliza a sexualização como chamariz, o outro discute o preconceito.;655
2372;0;D;Futebol torna-se mais igualitário com a profissionalização da categoria feminina.;655
2373;1;A;descreve um animal (jaguaretê) e formas de captura utilizadas pelos indígenas.;656
2374;0;B;demonstra o desconhecimento do autor através de analogias com mamíferos europeus.;656
2375;4;C;apresenta características físicas da onça pintada, maior felino das Américas.;656
2376;5;D;propõe dar a conhecer na Europa a colônia, incluindo seres reais e míticos.;656
2377;0;A;determina que judeus vivam juntos de forma isolada em uma cidade no sul do Brasil.;657
2378;5;B;aponta a restrição de direitos judeus, demonstrando a ideologia nazista no país (1930).;657
2379;1;C;Associação Brazil Livre propõe restrições à permanência de judeus no território nacional.;657
2380;4;D;Decreto-Lei 406 de 1938 regulamenta a entrada de estrangeiros no Brasil.;657
2381;4;A;Nossa Senhora do Rosário e São Benedito exemplificam a aproximação com afrodescendentes.;658
2382;1;B;A requisição de 1828 visava licença para a Irmandade de São Benedito em Cuiabá.;658
2383;5;C;Irmandades funcionavam como redes de sociabilidade e solidariedade negra.;658
2384;0;D;Irmandades Negras são um movimento exclusivo de São Paulo.;658
2385;0;A;O programa A Voz do Brasil permanece de veiculação obrigatória às 19 horas.;659
2386;4;B;Em 2022 comemorou-se o centenário da primeira transmissão de rádio no país (1922).;659
2387;5;C;A rádio continua um meio de informação e comunicação fundamental no Brasil.;659
2388;1;D;O programa Alô Alô Amazônia é exemplo de rádio como utilidade pública.;659
2389;4;A;Napoleão Bonaparte e caudilhos também foram representados com botas de montaria.;660
2390;0;B;Debret pinta D. João VI e D. Pedro I de maneira semelhante (hereditariedade).;660
2391;1;C;O registro de Debret permite identificar elementos simbólicos na indumentária.;660
2392;5;D;O traje de D. Pedro I traduz seu poder e capacidade de conciliar interesses.;660
2393;5;A;Discursos médicos tratavam a mulher emancipada como uma degenerada.;661
2394;1;B;A canção pode ser interpretada como um manifesto feminista que rompe normativas.;661
2395;4;C;A adoção do sobrenome do marido passou a ser facultativa apenas em 1977.;661
2396;0;D;Adjetivos como “triste” e “louca” para mulheres desafiadoras pararam apenas no séc. XXI.;661
2397;1;A;À atuação e intervenção política de mulheres negras por meio da arte.;663
2398;0;B;Ao feminismo que, desde o século XIX, defende a representatividade negra.;663
2399;4;C;À história escrita por sujeitos que estiveram à margem das narrativas oficiais.;663
2400;5;D;Às estratégias de enfrentamento mobilizadas por lideranças coletivas.;663
2401;5;A;"Di Cavalcanti hiperssexualiza a “mulata”; Heitor dos Prazeres foca no cotidiano.";664
2402;1;B;"Primeira tela erotiza o samba; segunda mostra o samba como lazer negro.";664
2403;4;C;"”Samba no terreiro” expressa racionalidade; Di Cavalcanti usa formas voluptuosas.";664
2404;0;D;"Ambos estudaram em academias; Heitor foi redescoberto recentemente.";664
2405;4;A;A exploração é uma marca na história social do trabalho no Brasil.;665
2406;5;B;A precarização do trabalho deve ser pensada em sua historicidade.;665
2407;0;C;A uberização do trabalho é uma conquista ocasionada pela pandemia.;665
2408;1;D;A pandemia de Covid-19 evidenciou desigualdades sociais e raciais.;665
2409;0;A;Destina às mulheres um papel inferior, restritas ao trabalho doméstico.;666
2410;4;B;Narrativa comum entre viajantes que imaginavam os novos territórios para europeus.;666
2411;5;C;Caracterizações dizem respeito a valores europeus atribuídos aos “selvagens”.;666
2412;1;D;Trata-se da obra “Viagem à terra do Brasil” do francês Jean de Léry (séc. XVI).;666
2413;1;A;A fotografia captura uma mulher falando a uma multidão masculina.;667
2414;0;B;Fotografias de mulheres eram incomuns em revistas como A Cigarra.;667
2415;4;C;Análise cruzada das fontes permite obter informações sobre o evento.;667
2416;5;D;Registros exemplificam a militância de mulheres operárias.;667
2417;0;A;utilizou a imprensa internacional para criticar o governo de Epitácio Pessoa.;668
2418;1;B;analisa criticamente o contexto do centenário (1922) e a censura à imprensa.;668
2419;5;C;ampara-se numa rede feminina transnacional para oferecer contraponto aos discursos oficiais.;668
2420;4;D;menciona a Revolta do Forte de Copacabana contra a política oligárquica.;668
2421;5;A;permitiu elaborar novas hipóteses sobre a presença do homem nas Américas.;669
2422;4;B;incluído pela UNESCO como Patrimônio Mundial em 1991 e pelo IPHAN em 1993.;669
2423;1;C;abriga desenhos de homens, animais, caça e cenas rituais.;669
2424;0;D;valorizado por Niède Guidon, figura-chave na escavação das pinturas.;669
2425;4;A;Constrói imagem positiva de D. Pedro II contra a tirania de Solano López.;670
2426;1;B;Diálogo refere-se à Guerra do Paraguai (Tríplice Aliança vs Paraguai).;670
2427;0;C;O resgate de D. Pedro II como líder estratégico é inédito na historiografia.;670
2428;5;D;Fala do imperador contrasta com o alistamento compulsório de vulneráveis e escravos.;670
2429;0;A;Relatos demonstram a ignorância sobre personagens da literatura clássica.;671
2430;5;B;Literatura e cinema propõem temas recorrentes e moldam percepções.;671
2431;1;C;Documentos trazem visões diversas sobre vampiros tomados como reais.;671
2432;4;D;Mesmos temas podem ser apropriados com diferentes objetivos ao longo do tempo.;671
2433;1;A;O conto ”Urupês” (1914) traz o Jeca Tatu, fruto da miscigenação.;672
2434;5;B;Jeca Tatu é descrito como ”degeneração das raças” (eugenia e determinismo).;672
2435;4;C;Lobato critica a visão romântica/indianista dos indígenas.;672
2436;0;D;Comparação com europeus confirma a inferioridade do Jeca Tatu.;672
2437;5;A;Filosofias intolerantes devem ser suprimidas por ameaçarem a tolerância.;673
2438;0;B;O discurso de ódio minoritário deve ser aceito pela liberdade de expressão.;673
2439;1;C;O discurso de ódio tem uma aparência falsamente inofensiva na origem.;673
2440;4;D;A incitação à intolerância é criminosa.;673
2441;4;A;Carlos Heitor Cony...;675
2442;1;B;Tanto a estrutura do poema...;675
2443;0;C;O poema, escrito no Chile...;675
2444;5;D;As ideias de liberdade...;675
2445;0;A;A mensagem contida...;676
2446;5;B;O ato de associar indígenas ao passado é uma forma de invisibilização.;676
2447;4;C;Ao correlacionar povos indígenas à preguiça, o texto reforça preconceitos.;676
2448;1;D;O texto vincula o emprego de tecnologias à perda da identidade.;676
2449;1;A;O texto apresenta argumentos favoráveis à educação feminina.;677
2450;0;B;O título ”doutor honoris causa” para Antonieta de Barros foi pioneiro.;677
2451;5;C;Os argumentos que embasaram a lei foram de ordem moral e religiosa.;677
2452;4;D;Antonieta de Barros foi responsável pela criação do Dia do Professor.;677
2453;1;A;A formação da cidade de Ceilândia está ligada à remoção de favelas de Brasília.;678
2454;4;B;O nome Ceilândia deriva da sigla CEI (Campanha de Erradicação de Invasões).;678
2455;0;C;Promessas de melhorias urbanas nem sempre foram cumpridas na fundação.;678
2456;5;D;A despeito do dinamismo, a cidade carrega estigmas de segregação espacial.;678
2457;4;A;destaca o protagonismo negro na Revolta da Vacina.;679
2458;1;B;explica os conceitos de racismo científico e eugenia no Brasil.;679
2459;5;C;aborda os processos do racismo estrutural na saúde pública.;679
2460;0;D;defende as ideias originais de Oswaldo Cruz contra críticas.;679
2461;5;A;A narrativa fetichista sobre a vida nos quilombos.;680
2462;4;B;Inaugurado em 1940 como monumento à colonização.;680
2463;0;C;O texto, parte de um manual de civilidade, instrui o comportamento feminino.;680
2464;1;D;De acordo com o autor, a mulher deve ser submissa e discreta.;680
2465;0;A;compreende que a padronização estética é uma forma de opressão.;681
2466;5;B;convida a pensar sobre a diversidade de corpos e a aceitação.;681
2467;1;C;constata que o acesso à moda é restrito por padrões de tamanho.;681
2468;4;D;trabalha com a discussão sobre gordofobia e pressão estética.;681
2469;5;A;Ao mencionar o “símbolo da irreverência cearense”, o texto destaca o humor.;682
2470;0;B;Transformada em tema de cordel, a história do bode Ioiô circulou amplamente.;682
